GridIndex, TrialID, ISA, lAnalysis1.nGo, lAnalysis1.nNoGo, lAnalysis1.nPause, lAnalysis1.dPrGrtMAV, bISAAnalysisRun
1, 1, 1, 0, 0, 1, 0.136266666666667, 1
1, 2, 1, 0, 0, 1, 0.432266666666667, 1
1, 3, 1, 0, 0, 1, 0.863333333333333, 1
1, 4, 1, 0, 0, 1, 0.441466666666667, 1
1, 5, 1, 0, 0, 1, 0.925466666666667, 1
1, 6, 1, 0, 0, 1, 0.792, 1
1, 7, 1, 0, 0, 1, 0.512266666666667, 1
1, 8, 1, 0, 0, 1, 0.157466666666667, 1
1, 9, 1, 0, 0, 1, 0.0462666666666667, 1
1, 10, 1, 0, 1, 0, 0.00933333333333333, 1
1, 11, 1, 0, 0, 1, 0.4056, 1
1, 12, 1, 0, 0, 1, 0.8236, 1
1, 13, 1, 0, 0, 1, 0.598533333333333, 1
1, 14, 1, 0, 0, 1, 0.752533333333333, 1
1, 15, 1, 1, 0, 0, 0.991333333333333, 1
1, 16, 1, 0, 0, 1, 0.715333333333333, 1
1, 17, 1, 0, 0, 1, 0.938533333333333, 1
1, 18, 1, 0, 0, 1, 0.52, 1
1, 19, 1, 0, 0, 1, 0.128, 1
1, 20, 1, 0, 0, 1, 0.116, 1
1, 21, 1, 0, 0, 1, 0.1212, 1
1, 22, 1, 0, 0, 1, 0.8536, 1
1, 23, 1, 0, 0, 1, 0.0650666666666667, 1
1, 24, 1, 0, 0, 1, 0.954933333333333, 1
1, 25, 1, 0, 0, 1, 0.724533333333333, 1
1, 26, 1, 0, 0, 1, 0.260666666666667, 1
1, 27, 1, 0, 0, 1, 0.4816, 1
1, 28, 1, 0, 0, 1, 0.713466666666667, 1
1, 29, 1, 0, 1, 0, 0.00546666666666667, 1
1, 30, 1, 0, 0, 1, 0.371466666666667, 1
1, 31, 1, 0, 0, 1, 0.231866666666667, 1
1, 32, 1, 0, 0, 1, 0.318266666666667, 1
1, 33, 1, 0, 0, 1, 0.793333333333333, 1
1, 34, 1, 0, 0, 1, 0.592933333333333, 1
1, 35, 1, 0, 0, 1, 0.949466666666667, 1
1, 36, 1, 0, 0, 1, 0.755733333333333, 1
1, 37, 1, 0, 1, 0, 0.004, 1
1, 38, 1, 0, 0, 1, 0.755733333333333, 1
1, 39, 1, 0, 0, 1, 0.832133333333333, 1
1, 40, 1, 0, 0, 1, 0.442, 1
1, 41, 1, 0, 0, 1, 0.0548, 1
1, 42, 1, 0, 0, 1, 0.0486666666666667, 1
1, 43, 1, 0, 0, 1, 0.684, 1
1, 44, 1, 0, 0, 1, 0.510533333333333, 1
1, 45, 1, 0, 0, 1, 0.377333333333333, 1
1, 46, 1, 0, 0, 1, 0.9004, 1
1, 47, 1, 0, 0, 1, 0.177333333333333, 1
1, 48, 1, 0, 0, 1, 0.2492, 1
1, 49, 1, 0, 0, 1, 0.972133333333333, 1
1, 50, 1, 0, 0, 1, 0.615866666666667, 1
1, 51, 1, 0, 0, 1, 0.0522666666666667, 1
1, 52, 1, 0, 0, 1, 0.766, 1
1, 53, 1, 0, 0, 1, 0.3184, 1
1, 54, 1, 0, 0, 1, 0.429466666666667, 1
1, 55, 1, 0, 0, 1, 0.540533333333333, 1
1, 56, 1, 0, 0, 1, 0.548, 1
1, 57, 1, 0, 0, 1, 0.1388, 1
1, 58, 1, 0, 0, 1, 0.5836, 1
1, 59, 1, 0, 0, 1, 0.7252, 1
1, 60, 1, 0, 0, 1, 0.752, 1
1, 61, 1, 0, 0, 1, 0.763866666666667, 1
1, 62, 1, 0, 0, 1, 0.919333333333333, 1
1, 63, 1, 0, 0, 1, 0.0708, 1
1, 64, 1, 0, 0, 1, 0.3568, 1
1, 65, 1, 0, 0, 1, 0.724133333333333, 1
1, 66, 1, 0, 0, 1, 0.426933333333333, 1
1, 67, 1, 0, 0, 1, 0.125466666666667, 1
1, 68, 1, 0, 0, 1, 0.353333333333333, 1
1, 69, 1, 0, 0, 1, 0.134, 1
1, 70, 1, 0, 0, 1, 0.642933333333333, 1
1, 71, 1, 0, 0, 1, 0.0993333333333333, 1
1, 72, 1, 0, 0, 1, 0.563466666666667, 1
1, 73, 1, 0, 0, 1, 0.106266666666667, 1
1, 74, 1, 0, 0, 1, 0.768133333333333, 1
1, 75, 1, 0, 0, 1, 0.9228, 1
1, 76, 1, 0, 0, 1, 0.9468, 1
1, 77, 1, 0, 0, 1, 0.517866666666667, 1
1, 78, 1, 0, 0, 1, 0.3124, 1
1, 79, 1, 0, 0, 1, 0.318, 1
1, 80, 1, 0, 0, 1, 0.3492, 1
1, 81, 1, 0, 0, 1, 0.958933333333333, 1
1, 82, 1, 0, 0, 1, 0.7888, 1
1, 83, 1, 0, 0, 1, 0.0394666666666667, 1
1, 84, 1, 0, 0, 1, 0.414133333333333, 1
1, 85, 1, 0, 0, 1, 0.558533333333333, 1
1, 86, 1, 0, 0, 1, 0.1852, 1
1, 87, 1, 0, 0, 1, 0.872666666666667, 1
1, 88, 1, 0, 0, 1, 0.520133333333333, 1
1, 89, 1, 0, 0, 1, 0.408666666666667, 1
1, 90, 1, 0, 0, 1, 0.492666666666667, 1
1, 91, 1, 0, 0, 1, 0.0370666666666667, 1
1, 92, 1, 0, 0, 1, 0.5952, 1
1, 93, 1, 0, 0, 1, 0.773333333333333, 1
1, 94, 1, 1, 0, 0, 0.9944, 1
1, 95, 1, 0, 0, 1, 0.915333333333333, 1
1, 96, 1, 0, 0, 1, 0.404533333333333, 1
1, 97, 1, 0, 0, 1, 0.182533333333333, 1
1, 98, 1, 0, 0, 1, 0.776266666666667, 1
1, 99, 1, 0, 0, 1, 0.3444, 1
1, 100, 1, 0, 0, 1, 0.104133333333333, 1
1, 101, 1, 1, 0, 0, 0.999866666666667, 1
1, 102, 1, 1, 0, 0, 0.9996, 1
1, 103, 1, 1, 0, 0, 0.999866666666667, 1
1, 104, 1, 1, 0, 0, 0.999866666666667, 1
1, 105, 1, 1, 0, 0, 1, 1
1, 106, 1, 1, 0, 0, 0.999333333333333, 1
1, 107, 1, 1, 0, 0, 1, 1
1, 108, 1, 1, 0, 0, 1, 1
1, 109, 1, 1, 0, 0, 0.999866666666667, 1
1, 110, 1, 1, 0, 0, 0.999333333333333, 1
1, 111, 1, 1, 0, 0, 1, 1
1, 112, 1, 0, 0, 1, 0.981333333333333, 1
1, 113, 1, 1, 0, 0, 1, 1
1, 114, 1, 1, 0, 0, 1, 1
1, 115, 1, 0, 0, 1, 0.964133333333333, 1
1, 116, 1, 1, 0, 0, 1, 1
1, 117, 1, 1, 0, 0, 1, 1
1, 118, 1, 1, 0, 0, 1, 1
1, 119, 1, 1, 0, 0, 1, 1
1, 120, 1, 1, 0, 0, 1, 1
1, 121, 1, 1, 0, 0, 1, 1
1, 122, 1, 0, 0, 1, 0.981066666666667, 1
1, 123, 1, 1, 0, 0, 1, 1
1, 124, 1, 1, 0, 0, 0.999866666666667, 1
1, 125, 1, 1, 0, 0, 0.998933333333333, 1
1, 126, 1, 1, 0, 0, 0.997866666666667, 1
1, 127, 1, 1, 0, 0, 0.999466666666667, 1
1, 128, 1, 0, 0, 1, 0.957733333333333, 1
1, 129, 1, 1, 0, 0, 1, 1
1, 130, 1, 1, 0, 0, 1, 1
1, 131, 1, 1, 0, 0, 0.999333333333333, 1
1, 132, 1, 1, 0, 0, 1, 1
1, 133, 1, 1, 0, 0, 0.9928, 1
1, 134, 1, 1, 0, 0, 1, 1
1, 135, 1, 1, 0, 0, 1, 1
1, 136, 1, 1, 0, 0, 1, 1
1, 137, 1, 1, 0, 0, 1, 1
1, 138, 1, 1, 0, 0, 1, 1
1, 139, 1, 1, 0, 0, 0.993333333333333, 1
1, 140, 1, 1, 0, 0, 1, 1
1, 141, 1, 1, 0, 0, 0.997333333333333, 1
1, 142, 1, 0, 0, 1, 0.9872, 1
1, 143, 1, 1, 0, 0, 1, 1
1, 144, 1, 1, 0, 0, 1, 1
1, 145, 1, 1, 0, 0, 0.997866666666667, 1
1, 146, 1, 0, 0, 1, 0.867466666666667, 1
1, 147, 1, 1, 0, 0, 1, 1
1, 148, 1, 1, 0, 0, 1, 1
1, 149, 1, 1, 0, 0, 0.9956, 1
1, 150, 1, 1, 0, 0, 0.997066666666667, 1
1, 151, 1, 1, 0, 0, 0.9964, 1
1, 152, 1, 1, 0, 0, 1, 1
1, 153, 1, 1, 0, 0, 0.991733333333333, 1
1, 154, 1, 0, 0, 1, 0.988666666666667, 1
1, 155, 1, 1, 0, 0, 1, 1
1, 156, 1, 1, 0, 0, 0.995333333333333, 1
1, 157, 1, 1, 0, 0, 0.991866666666667, 1
1, 158, 1, 1, 0, 0, 0.999866666666667, 1
1, 159, 1, 1, 0, 0, 1, 1
1, 160, 1, 1, 0, 0, 1, 1
1, 161, 1, 0, 0, 1, 0.9896, 1
1, 162, 1, 1, 0, 0, 0.999866666666667, 1
1, 163, 1, 1, 0, 0, 0.995333333333333, 1
1, 164, 1, 1, 0, 0, 0.997466666666667, 1
1, 165, 1, 1, 0, 0, 1, 1
1, 166, 1, 1, 0, 0, 1, 1
1, 167, 1, 1, 0, 0, 0.999466666666667, 1
1, 168, 1, 1, 0, 0, 0.999866666666667, 1
1, 169, 1, 0, 0, 1, 0.99, 1
1, 170, 1, 1, 0, 0, 1, 1
1, 171, 1, 1, 0, 0, 1, 1
1, 172, 1, 1, 0, 0, 0.999333333333333, 1
1, 173, 1, 1, 0, 0, 1, 1
1, 174, 1, 1, 0, 0, 1, 1
1, 175, 1, 1, 0, 0, 1, 1
1, 176, 1, 0, 0, 1, 0.934133333333333, 1
1, 177, 1, 1, 0, 0, 1, 1
1, 178, 1, 1, 0, 0, 0.996133333333333, 1
1, 179, 1, 1, 0, 0, 0.9916, 1
1, 180, 1, 0, 0, 1, 0.9808, 1
1, 181, 1, 1, 0, 0, 0.999733333333333, 1
1, 182, 1, 0, 0, 1, 0.952133333333333, 1
1, 183, 1, 1, 0, 0, 1, 1
1, 184, 1, 1, 0, 0, 0.995333333333333, 1
1, 185, 1, 0, 0, 1, 0.989733333333333, 1
1, 186, 1, 1, 0, 0, 1, 1
1, 187, 1, 1, 0, 0, 1, 1
1, 188, 1, 1, 0, 0, 1, 1
1, 189, 1, 1, 0, 0, 0.9988, 1
1, 190, 1, 1, 0, 0, 0.999733333333333, 1
1, 191, 1, 1, 0, 0, 0.9992, 1
1, 192, 1, 1, 0, 0, 1, 1
