1, 1, 5, 1, 7, 7, 27.1759547407514, 85, 85, 100, 100, 0, 6, 0, 0, 18.7682411103348, 26.1759447407514, 19.7705748322179, 27.1759547407514, 19.7705748322179, 27.1759547407514
1, 1, 5, 2, 7, 7, 29.3753161312747, 85, 85, 100, 100, 0, 6, 0, 0, 22.1197328366283, 28.3753061312747, 23.2993230743066, 29.3753161312747, 23.2993230743066, 29.3753161312747
1, 1, 5, 3, 7, 7, 26.3177114581323, 85, 85, 100, 100, 0, 6, 0, 0, 18.7629577386401, 25.3177014581323, 19.7853902228934, 26.3177114581323, 19.7853902228934, 26.3177114581323
1, 1, 5, 4, 7, 7, 27.5665068756855, 85, 85, 100, 100, 0, 6, 0, 0, 18.3875882845135, 26.5664968756855, 19.4340934290016, 27.5665068756855, 19.4340934290016, 27.5665068756855
1, 1, 5, 5, 7, 7, 28.9469946220427, 85, 85, 100, 100, 0, 6, 0, 0, 20.9618073363144, 27.9469846220427, 21.9691355750404, 28.9469946220427, 21.9691355750404, 28.9469946220427
1, 1, 5, 6, 5, 7, 25.916742091535, 85, 85, 100, 100, 0, 6, 0, 0, 18.898646267468, 24.916732091535, 20.0439838831934, 25.916742091535, 20.0439838831934, 25.916742091535
1, 1, 5, 7, 7, 7, 25.3116393482463, 85, 85, 100, 100, 0, 6, 0, 0, 16.4485682388044, 24.3116293482463, 17.4491038681442, 25.3116393482463, 17.4491038681442, 25.3116393482463
1, 1, 5, 8, 7, 7, 24.3017267004913, 85, 85, 100, 100, 0, 6, 0, 0, 16.9058881994856, 23.3017167004913, 17.9444813425641, 24.3017267004913, 17.9444813425641, 24.3017267004913
1, 1, 5, 9, 7, 7, 27.5710561633245, 85, 85, 100, 100, 0, 6, 0, 0, 19.3563887877592, 26.5710461633245, 20.4366383204605, 27.5710561633245, 20.4366383204605, 27.5710561633245
1, 1, 5, 10, 5, 7, 27.3204641511403, 85, 85, 100, 100, 0, 6, 0, 0, 18.3551466793718, 26.3204541511403, 19.4368845815239, 27.3204641511403, 19.4368845815239, 27.3204641511403
1, 1, 5, 11, 7, 7, 28.3226084509285, 85, 85, 100, 100, 0, 6, 0, 0, 20.841648874967, 27.3225984509285, 22.1705763323769, 28.3226084509285, 22.1705763323769, 28.3226084509285
1, 1, 5, 12, 7, 7, 27.5090911921963, 85, 85, 100, 100, 0, 6, 0, 0, 20.7059394719968, 26.5090811921963, 21.8093766526402, 27.5090911921963, 21.8093766526402, 27.5090911921963
1, 1, 5, 13, 7, 7, 27.5593610372084, 85, 85, 100, 100, 0, 6, 0, 0, 20.3200148388041, 26.5593510372084, 21.3596085220125, 27.5593610372084, 21.3596085220125, 27.5593610372084
1, 1, 5, 14, 7, 7, 25.1672471605042, 85, 85, 100, 100, 0, 6, 0, 0, 15.9830876909086, 24.1672371605042, 16.9840574211782, 25.1672471605042, 16.9840574211782, 25.1672471605042
1, 1, 5, 15, 7, 7, 26.179247410289, 85, 85, 100, 100, 0, 6, 0, 0, 18.8387422809492, 25.179237410289, 19.947425729215, 26.179247410289, 19.947425729215, 26.179247410289
1, 1, 5, 16, 7, 7, 27.2317148874006, 85, 85, 100, 100, 0, 6, 0, 0, 18.5834143728331, 26.2317048874006, 19.5970858568694, 27.2317148874006, 19.5970858568694, 27.2317148874006
1, 1, 5, 17, 7, 7, 26.3947113827832, 85, 85, 100, 100, 0, 6, 0, 0, 19.1008359548934, 25.3947013827832, 20.1373490692371, 26.3947113827832, 20.1373490692371, 26.3947113827832
1, 1, 5, 18, 7, 6, 28.1325867979526, 85, 85, 100, 100, 0, 6, 0, 0, 19.5763528556315, 27.1325767979526, 20.5781013405009, 28.1325867979526, 20.5781013405009, 28.1325867979526
1, 1, 5, 19, 7, 7, 29.2675131680624, 85, 85, 100, 100, 0, 6, 0, 0, 21.8973226619796, 28.2675031680624, 22.9691850405841, 29.2675131680624, 22.9691850405841, 29.2675131680624
1, 1, 5, 20, 7, 7, 27.572574769645, 85, 85, 100, 100, 0, 6, 0, 0, 19.3950187195513, 26.572564769645, 20.7281521502801, 27.572574769645, 20.7281521502801, 27.572574769645
1, 1, 5, 21, 7, 7, 28.8109896484284, 85, 85, 100, 100, 0, 6, 0, 0, 18.6823549011729, 27.8109796484285, 19.7061017681944, 28.8109896484284, 19.7061017681944, 28.8109896484284
1, 1, 5, 22, 7, 7, 26.955548740496, 85, 85, 100, 100, 0, 6, 0, 0, 21.967642947382, 25.955538740496, 23.0025611639483, 26.955548740496, 23.0025611639483, 26.955548740496
1, 1, 5, 23, 7, 7, 25.281662141716, 85, 85, 100, 100, 0, 6, 0, 0, 19.2008604834533, 24.281652141716, 20.2146076782, 25.281662141716, 20.2146076782, 25.281662141716
1, 1, 5, 24, 7, 7, 26.1224475676308, 85, 85, 100, 100, 0, 6, 0, 0, 19.1720080873873, 25.1224375676308, 20.2501529595817, 26.1224475676308, 20.2501529595817, 26.1224475676308
1, 1, 5, 25, 7, 7, 24.7379071156818, 85, 85, 100, 100, 0, 6, 0, 0, 14.9590120508162, 23.7378971156818, 15.9714836642843, 24.7379071156818, 15.9714836642843, 24.7379071156818
1, 1, 5, 26, 7, 7, 27.0216215791351, 85, 85, 100, 100, 0, 6, 0, 0, 17.2975504545695, 26.0216115791351, 18.3081887341585, 27.0216215791351, 18.3081887341585, 27.0216215791351
1, 1, 5, 27, 7, 7, 26.1293216996009, 85, 85, 100, 100, 0, 6, 0, 0, 20.0124568851154, 25.1293116996009, 21.048718318902, 26.1293216996009, 21.048718318902, 26.1293216996009
