6, 1, 2, 0, 0, 1, 0.290133333333333, 1
6, 2, 2, 0, 0, 1, 0.204, 1
6, 3, 2, 0, 0, 1, 0.512933333333333, 1
6, 4, 2, 0, 0, 1, 0.938533333333333, 1
6, 5, 2, 0, 0, 1, 0.382533333333333, 1
6, 6, 2, 0, 0, 1, 0.9296, 1
6, 7, 2, 0, 0, 1, 0.8832, 1
6, 8, 2, 0, 0, 1, 0.4432, 1
6, 9, 2, 0, 0, 1, 0.229333333333333, 1
6, 10, 2, 0, 0, 1, 0.418266666666667, 1
6, 11, 2, 0, 1, 0, 0.0216, 1
6, 12, 2, 0, 0, 1, 0.623066666666667, 1
6, 13, 2, 0, 0, 1, 0.278, 1
6, 14, 2, 0, 0, 1, 0.435866666666667, 1
6, 15, 2, 0, 0, 1, 0.7708, 1
6, 16, 2, 0, 0, 1, 0.0634666666666667, 1
6, 17, 2, 0, 1, 0, 0.0282666666666667, 1
6, 18, 2, 0, 0, 1, 0.357333333333333, 1
6, 19, 2, 0, 0, 1, 0.606, 1
6, 20, 2, 0, 0, 1, 0.499866666666667, 1
6, 21, 2, 0, 0, 1, 0.681466666666667, 1
6, 22, 2, 0, 0, 1, 0.590933333333333, 1
6, 23, 2, 0, 0, 1, 0.108666666666667, 1
6, 24, 2, 0, 0, 1, 0.593866666666667, 1
6, 25, 2, 0, 0, 1, 0.838666666666667, 1
6, 26, 2, 0, 0, 1, 0.573733333333333, 1
6, 27, 2, 0, 0, 1, 0.600533333333333, 1
6, 28, 2, 0, 0, 1, 0.564666666666667, 1
6, 29, 2, 0, 0, 1, 0.248266666666667, 1
6, 30, 2, 0, 0, 1, 0.3984, 1
6, 31, 2, 0, 0, 1, 0.224533333333333, 1
6, 32, 2, 0, 0, 1, 0.8888, 1
6, 33, 2, 0, 0, 1, 0.618133333333333, 1
6, 34, 2, 0, 0, 1, 0.8944, 1
6, 35, 2, 0, 0, 1, 0.252, 1
6, 36, 2, 1, 0, 0, 0.997066666666667, 1
6, 37, 2, 1, 0, 0, 0.9772, 1
6, 38, 2, 0, 0, 1, 0.647733333333333, 1
6, 39, 2, 0, 0, 1, 0.283333333333333, 1
6, 40, 2, 0, 0, 1, 0.76, 1
6, 41, 2, 0, 0, 1, 0.252, 1
6, 42, 2, 0, 0, 1, 0.6608, 1
6, 43, 2, 0, 0, 1, 0.161733333333333, 1
6, 44, 2, 0, 1, 0, 0.0088, 1
6, 45, 2, 0, 0, 1, 0.8212, 1
6, 46, 2, 0, 0, 1, 0.210666666666667, 1
6, 47, 2, 0, 0, 1, 0.408533333333333, 1
6, 48, 2, 0, 0, 1, 0.639466666666667, 1
6, 49, 2, 0, 0, 1, 0.114666666666667, 1
6, 50, 2, 0, 0, 1, 0.372266666666667, 1
6, 51, 2, 0, 0, 1, 0.198, 1
6, 52, 2, 0, 0, 1, 0.462933333333333, 1
6, 53, 2, 0, 0, 1, 0.157333333333333, 1
6, 54, 2, 0, 0, 1, 0.2816, 1
6, 55, 2, 0, 0, 1, 0.936533333333333, 1
6, 56, 2, 0, 0, 1, 0.495333333333333, 1
6, 57, 2, 0, 0, 1, 0.353733333333333, 1
6, 58, 2, 0, 0, 1, 0.0857333333333333, 1
6, 59, 2, 0, 0, 1, 0.0854666666666667, 1
6, 60, 2, 0, 0, 1, 0.360533333333333, 1
6, 61, 2, 0, 0, 1, 0.358266666666667, 1
6, 62, 2, 0, 0, 1, 0.449066666666667, 1
6, 63, 2, 0, 0, 1, 0.337866666666667, 1
6, 64, 2, 0, 0, 1, 0.312533333333333, 1
6, 65, 2, 1, 0, 0, 0.981866666666667, 1
6, 66, 2, 0, 0, 1, 0.363733333333333, 1
6, 67, 2, 0, 0, 1, 0.6048, 1
6, 68, 2, 0, 0, 1, 0.674133333333333, 1
6, 69, 2, 0, 0, 1, 0.762266666666667, 1
6, 70, 2, 0, 0, 1, 0.817866666666667, 1
6, 71, 2, 0, 0, 1, 0.364933333333333, 1
6, 72, 2, 0, 0, 1, 0.2664, 1
6, 73, 2, 0, 0, 1, 0.2012, 1
6, 74, 2, 0, 0, 1, 0.619333333333333, 1
6, 75, 2, 0, 0, 1, 0.144666666666667, 1
6, 76, 2, 0, 0, 1, 0.1456, 1
6, 77, 2, 0, 0, 1, 0.449066666666667, 1
6, 78, 2, 0, 0, 1, 0.7648, 1
6, 79, 2, 0, 0, 1, 0.1284, 1
6, 80, 2, 0, 0, 1, 0.545466666666667, 1
6, 81, 2, 0, 0, 1, 0.435333333333333, 1
6, 82, 2, 0, 0, 1, 0.7832, 1
6, 83, 2, 0, 0, 1, 0.1604, 1
6, 84, 2, 0, 0, 1, 0.379733333333333, 1
6, 85, 2, 0, 0, 1, 0.202933333333333, 1
6, 86, 2, 0, 0, 1, 0.6444, 1
6, 87, 2, 0, 0, 1, 0.877866666666667, 1
6, 88, 2, 0, 0, 1, 0.336, 1
6, 89, 2, 0, 0, 1, 0.2388, 1
6, 90, 2, 0, 0, 1, 0.9172, 1
6, 91, 2, 0, 0, 1, 0.8548, 1
6, 92, 2, 0, 0, 1, 0.0666666666666667, 1
6, 93, 2, 0, 0, 1, 0.6044, 1
6, 94, 2, 0, 0, 1, 0.252, 1
6, 95, 2, 0, 0, 1, 0.871733333333333, 1
6, 96, 2, 0, 0, 1, 0.351066666666667, 1
6, 97, 2, 0, 0, 1, 0.627466666666667, 1
6, 98, 2, 0, 0, 1, 0.582133333333333, 1
6, 99, 2, 0, 0, 1, 0.562, 1
6, 100, 2, 0, 0, 1, 0.461066666666667, 1
6, 101, 2, 1, 0, 0, 0.9976, 1
6, 102, 2, 1, 0, 0, 0.986, 1
6, 103, 2, 1, 0, 0, 1, 1
6, 104, 2, 1, 0, 0, 1, 1
6, 105, 2, 1, 0, 0, 0.9996, 1
6, 106, 2, 1, 0, 0, 0.999866666666667, 1
6, 107, 2, 1, 0, 0, 1, 1
6, 108, 2, 1, 0, 0, 0.983733333333333, 1
6, 109, 2, 1, 0, 0, 0.998666666666667, 1
6, 110, 2, 1, 0, 0, 0.985066666666667, 1
6, 111, 2, 1, 0, 0, 1, 1
6, 112, 2, 1, 0, 0, 1, 1
6, 113, 2, 1, 0, 0, 0.996133333333333, 1
6, 114, 2, 1, 0, 0, 0.997733333333333, 1
6, 115, 2, 1, 0, 0, 1, 1
6, 116, 2, 1, 0, 0, 0.998133333333333, 1
6, 117, 2, 1, 0, 0, 1, 1
6, 118, 2, 1, 0, 0, 0.998533333333333, 1
6, 119, 2, 1, 0, 0, 0.999333333333333, 1
6, 120, 2, 1, 0, 0, 1, 1
6, 121, 2, 0, 0, 1, 0.943066666666667, 1
6, 122, 2, 1, 0, 0, 0.999866666666667, 1
6, 123, 2, 1, 0, 0, 1, 1
6, 124, 2, 1, 0, 0, 0.9976, 1
6, 125, 2, 1, 0, 0, 0.998666666666667, 1
6, 126, 2, 1, 0, 0, 0.9988, 1
6, 127, 2, 1, 0, 0, 0.997066666666667, 1
6, 128, 2, 1, 0, 0, 0.999333333333333, 1
6, 129, 2, 1, 0, 0, 0.997733333333333, 1
6, 130, 2, 1, 0, 0, 1, 1
6, 131, 2, 1, 0, 0, 0.998666666666667, 1
6, 132, 2, 1, 0, 0, 0.998133333333333, 1
6, 133, 2, 1, 0, 0, 0.9996, 1
6, 134, 2, 1, 0, 0, 0.9992, 1
6, 135, 2, 1, 0, 0, 0.994933333333333, 1
6, 136, 2, 1, 0, 0, 0.997333333333333, 1
6, 137, 2, 1, 0, 0, 1, 1
6, 138, 2, 1, 0, 0, 0.998933333333333, 1
6, 139, 2, 1, 0, 0, 1, 1
6, 140, 2, 1, 0, 0, 0.998266666666667, 1
6, 141, 2, 1, 0, 0, 0.998133333333333, 1
