Design, iScen, GridIndex, TrialID, ISA1Status, ISA2Status, CurrentTime, ISA1Trt1, ISA1Trt2, ISA2Trt1, ISA2Trt3, ISAStart1, ISAStart2, ISAPause1, ISAPause2, FinalPatientEnrolledTimeISA1, FinalPatientEnrolledTimeISA2, StartIAISA1, StartIAISA2, FinalAnalysisTimeISA1, FinalAnalysisTimeISA2
1, 1, 1, 1, 7, 7, 30.3469674849857, 100, 100, 100, 100, 0, 6, 0, 0, 23.873393090175, 29.3469574849857, 24.9233403685409, 30.3469674849857, 24.9233403685409, 30.3469674849857
1, 1, 1, 2, 7, 7, 28.8210761064462, 100, 100, 100, 100, 0, 6, 0, 0, 22.757729939232, 27.8210661064462, 23.7940412199846, 28.8210761064462, 23.7940412199846, 28.8210761064462
1, 1, 1, 3, 7, 6, 29.5881886344665, 100, 100, 100, 100, 0, 6, 0, 0, 25.2147163988774, 28.5881786344665, 26.3950051611658, 29.5881886344665, 26.3950051611658, 29.5881886344665
1, 1, 1, 4, 7, 7, 28.1825055334519, 100, 100, 100, 100, 0, 6, 0, 0, 23.5904727906703, 27.1824955334519, 24.6442946403713, 28.1825055334519, 24.6442946403713, 28.1825055334519
1, 1, 1, 5, 7, 7, 29.0668481993898, 100, 100, 100, 100, 0, 6, 0, 0, 22.2635046006402, 28.0668381993898, 23.3233217673494, 29.0668481993898, 23.3233217673494, 29.0668481993898
1, 1, 1, 6, 7, 7, 29.292234582519, 100, 100, 100, 100, 0, 6, 0, 0, 23.1418715549722, 28.292224582519, 24.2457725402467, 29.292234582519, 24.2457725402467, 29.292234582519
1, 1, 1, 7, 7, 7, 26.0701416011925, 100, 100, 100, 100, 0, 6, 0, 0, 19.7873571024377, 25.0701316011925, 20.8834851466485, 26.0701416011925, 20.8834851466485, 26.0701416011925
1, 1, 1, 8, 7, 7, 27.7640907207737, 100, 100, 100, 100, 0, 6, 0, 0, 20.2591863005404, 26.7640807207737, 21.3336270074392, 27.7640907207737, 21.3336270074392, 27.7640907207737
1, 1, 1, 9, 7, 7, 26.7186233296064, 100, 100, 100, 100, 0, 6, 0, 0, 21.8088925808657, 25.7186133296064, 22.8918562410245, 26.7186233296064, 22.8918562410245, 26.7186233296064
1, 1, 1, 10, 7, 7, 29.7920838968964, 100, 100, 100, 100, 0, 6, 0, 0, 23.9908193905235, 28.7920738968964, 25.0192622015984, 29.7920838968964, 25.0192622015984, 29.7920838968964
